PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
John Henson,CLE,28,14,10,4,13.5,105.6,103.9,1.7,10.8,1.17,14.3,7.4,23.3,15.7,12.2,54.5,55.3,17.3,110.06,12.7
Naz Mitrou-Long,UTA,25,14,9,5,6.0,103.3,124.5,-21.2,25.0,1.88,34.1,1.1,5.7,3.4,18.2,35.0,38.3,13.9,105.25,1.6
Ray Spalding,PHX,22,14,3,11,10.5,99.1,105.9,-6.8,5.2,0.56,7.6,9.1,19.0,14.2,13.6,53.2,51.6,16.4,105.51,9.2
Amile Jefferson,ORL,26,12,9,3,5.7,124.3,115.5,8.8,5.2,3.00,12.5,8.2,25.0,15.8,4.2,62.5,69.2,12.5,104.09,11.1
Dairis Bertans,NOP,29,12,3,9,13.9,98.1,113.1,-15.0,7.8,5.00,16.9,1.1,3.6,2.4,3.4,36.2,36.2,12.0,105.89,1.3
Isaiah Thomas,DEN,30,12,6,6,15.1,99.0,104.5,-5.5,19.8,1.28,15.1,2.3,4.0,3.1,11.8,40.4,43.7,27.4,107.00,3.9
Jordan Loyd,TOR,25,12,11,1,4.6,94.5,110.2,-15.7,18.2,3.00,20.0,1.7,13.3,7.5,6.7,55.6,63.5,15.9,111.17,12.1
Andrew Bogut,GSW,34,11,8,3,12.2,114.3,110.5,3.9,10.4,1.38,19.6,10.0,29.7,20.8,14.3,50.0,52.3,14.8,102.35,9.2
JR Smith,CLE,33,11,1,10,20.2,101.5,104.9,-3.4,13.3,1.91,18.3,0.0,8.0,3.9,9.6,41.8,44.4,17.6,101.90,5.1
Marcus Derrickson,GSW,23,11,9,2,6.1,97.1,104.3,-7.2,2.6,0.33,2.6,10.4,6.3,8.3,7.7,63.6,65.3,23.5,99.11,10.9
Thomas Welsh,DEN,23,11,8,3,3.3,100.0,97.7,2.3,20.0,5.00,25.0,0.0,11.4,4.7,5.0,65.4,64.8,15.3,115.02,10.6
Tyler Cavanaugh,UTA,25,11,7,4,3.6,83.5,124.2,-40.7,4.3,1.00,7.7,6.5,12.8,9.4,7.7,35.0,41.4,11.8,110.59,3.4
Carmelo Anthony,HOU,35,10,4,6,29.4,102.3,112.2,-9.9,2.8,0.63,3.5,2.7,15.8,8.8,5.6,49.2,51.3,19.9,99.87,7.4
Davon Reed,IND,24,10,4,6,4.7,115.0,96.3,18.7,6.8,3.00,18.8,3.3,7.3,5.2,6.3,50.0,50.0,10.4,109.98,4.8
Malcolm Miller,TOR,26,10,9,1,6.7,105.5,110.2,-4.7,2.4,1.00,3.3,1.5,4.8,3.4,3.3,61.5,63.0,18.0,104.80,6.9
Melvin Frazier Jr.,ORL,22,10,8,2,4.4,96.0,109.5,-13.5,3.2,1.00,4.0,5.3,4.5,5.0,4.0,33.3,33.0,20.5,104.79,-2.0
Quincy Acy,PHX,28,10,2,8,12.3,99.3,96.4,2.8,8.8,2.00,22.9,2.2,15.3,8.9,11.4,27.8,37.9,8.8,108.55,1.7
Rawle Alkins,CHI,21,10,3,7,12.0,106.3,111.8,-5.5,13.7,1.63,20.0,7.7,12.0,9.7,12.3,37.2,41.8,17.3,101.90,5.1
Udonis Haslem,MIA,39,10,8,2,7.5,82.4,103.6,-21.3,4.8,0.67,5.0,3.1,24.0,13.6,7.5,33.3,36.0,19.6,108.24,6.7
Deyonta Davis,ATL,22,9,3,6,13.2,97.8,107.6,-9.8,6.3,1.67,14.3,6.3,19.3,12.2,8.6,68.2,68.2,9.9,107.81,10.8
Dwight Howard,WAS,33,9,4,5,25.5,104.5,113.6,-9.1,2.6,0.25,3.6,10.0,25.8,17.7,14.5,62.3,63.8,19.3,102.57,11.1
Dzanan Musa,BKN,20,9,4,5,4.4,100.0,89.4,10.6,8.3,0.50,6.9,1.9,10.5,5.4,13.8,43.2,41.5,25.0,104.46,5.3
Bonzie Colson,MIL,23,8,6,2,12.3,108.4,117.5,-9.2,4.0,1.00,6.1,6.5,18.2,12.2,6.1,39.7,45.4,17.4,110.89,8.1
Daryl Macon,DAL,23,8,4,4,11.2,102.7,104.7,-2.1,12.3,1.17,16.3,1.9,9.9,5.7,14.0,46.3,48.2,16.7,100.97,4.1
Jawun Evans,OKC,22,8,4,4,8.0,77.9,115.9,-38.0,23.8,1.67,33.3,1.5,17.2,9.3,20.0,21.4,21.4,14.2,98.09,2.5
Jodie Meeks,TOR,31,8,7,1,13.0,118.8,113.0,5.8,9.6,4.00,16.3,1.0,9.3,5.6,4.1,64.1,64.7,16.9,102.88,9.0
BJ Johnson,SAC,23,7,2,5,7.1,102.8,115.3,-12.6,0.0,0.00,0.0,3.8,15.0,8.6,9.5,58.3,60.9,17.8,106.99,7.4
Chris Chiozza,HOU,23,7,6,1,4.6,83.8,108.8,-25.0,19.0,4.00,30.8,2.1,11.1,5.3,7.7,37.5,37.5,10.8,104.75,5.1
DeVaughn Akoon-Purcell,DEN,26,7,7,0,3.1,106.3,102.0,4.2,37.5,3.00,31.6,4.3,15.0,9.3,10.5,30.0,32.2,22.8,107.55,5.3
Devin Robinson,WAS,24,7,1,6,13.5,111.1,112.8,-1.7,9.5,3.00,13.0,5.8,14.3,9.9,4.3,59.4,61.6,17.6,101.82,11.2
Demetrius Jackson,PHI,24,6,5,1,6.6,103.3,118.2,-14.8,18.5,5.00,21.7,4.5,2.4,3.5,4.3,60.0,65.6,18.2,108.28,10.9
Jemerrio Jones,LAL,24,6,3,3,23.9,108.7,98.0,10.7,11.5,2.60,25.0,10.0,19.8,15.0,9.6,39.4,39.8,10.8,100.62,9.8
Jimmer Fredette,PHX,30,6,1,5,10.8,92.1,117.6,-25.5,20.0,1.60,17.8,1.3,8.8,4.8,11.1,27.6,34.8,24.2,104.50,3.3
PJ Dozier,BOS,22,6,5,1,8.5,112.6,90.1,22.5,12.5,0.00,18.5,10.2,17.2,13.8,0.0,42.9,43.4,17.3,104.79,12.1
Tyler Zeller,MEM,29,6,3,3,15.5,112.9,106.2,6.7,6.9,1.00,8.5,10.5,12.3,11.4,8.5,53.3,60.7,19.1,100.55,8.1
Walter Lemon Jr.,CHI,26,6,1,5,27.9,103.4,111.2,-7.8,28.3,3.00,22.9,2.1,13.6,7.6,7.6,44.8,46.8,25.3,100.22,10.9
Zhaire Smith,PHI,20,6,2,4,18.4,118.1,110.8,7.3,10.1,1.67,18.5,2.8,8.7,5.8,11.1,50.0,53.3,16.6,103.49,5.4
Alan Williams,BKN,26,5,1,4,5.1,115.3,88.1,27.1,17.6,3.00,15.8,11.4,40.5,26.4,5.3,61.5,61.0,22.2,110.91,27.4
Eric Moreland,TOR,27,5,3,2,8.6,83.7,105.6,-21.9,15.4,0.80,25.0,10.8,34.8,24.1,31.3,50.0,50.0,11.7,100.54,9.5
Haywood Highsmith,PHI,22,5,2,3,8.0,103.4,131.0,-27.6,6.7,2.00,14.3,0.0,14.3,6.0,7.1,45.0,41.4,11.5,105.57,3.8
Isaac Humphries,ATL,21,5,1,4,11.3,97.7,114.7,-17.1,0.0,0.00,0.0,5.5,12.3,8.5,0.0,35.7,35.7,14.2,109.72,1.2
Mitchell Creek,MIN,27,5,1,4,9.4,105.0,96.1,8.9,18.8,6.00,23.1,10.9,10.5,10.7,3.8,50.0,55.0,16.9,102.82,14.0
Andre Ingram,LAL,33,4,1,3,3.7,97.1,87.5,9.6,0.0,0.00,0.0,5.9,5.3,5.6,14.3,0.0,0.0,18.4,108.30,-9.3
Billy Garrett,NYK,24,4,1,3,15.9,97.8,106.4,-8.6,18.9,3.50,18.4,0.0,4.1,2.2,5.3,40.7,45.2,21.5,104.42,6.3
JaKarr Sampson,CHI,26,4,1,3,31.8,107.3,109.6,-2.3,5.2,1.00,5.6,3.7,19.6,11.7,5.6,58.3,63.3,23.4,98.25,16.2
Jaylen Morris,MIL,23,4,4,0,7.1,109.2,86.8,22.5,17.4,4.00,25.0,0.0,14.7,6.8,6.3,45.0,46.0,15.0,111.95,10.9
Luc Mbah a Moute,LAC,32,4,2,2,15.3,107.1,99.3,7.8,4.5,1.00,8.3,3.4,6.5,5.1,8.3,50.0,49.5,14.1,110.95,2.8
Nick Young,DEN,34,4,3,1,9.3,98.7,103.8,-5.1,7.7,1.00,15.4,0.0,2.6,1.2,15.4,50.0,50.0,12.6,101.47,0.3
Scott Machado,LAL,29,4,3,1,4.8,110.3,110.3,0.0,21.4,0.00,33.3,0.0,0.0,0.0,0.0,75.0,77.6,13.0,97.67,13.5
Troy Caupain,ORL,23,4,3,1,3.9,125.0,100.0,25.0,40.0,0.00,33.3,7.1,15.4,11.1,0.0,62.5,62.5,21.6,98.25,21.8
Donatas Motiejunas,SAS,28,3,3,0,4.3,67.9,129.6,-61.8,20.0,0.33,9.1,15.4,7.7,11.5,27.3,50.0,43.6,32.3,103.26,-12.0
Donte Grantham,OKC,24,3,2,1,0.8,66.7,120.0,-53.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,108.57,-18.2
Emanuel Terry,MIA,22,3,0,3,7.6,117.6,112.0,5.6,12.5,1.00,15.4,14.3,23.5,18.4,15.4,57.1,57.1,18.3,106.64,11.6
Gary Payton II,WAS,26,3,2,1,5.3,117.9,92.1,25.8,33.3,4.00,30.8,6.7,5.0,5.7,7.7,68.8,68.8,21.4,116.10,21.2
Ike Anigbogu,IND,20,3,2,1,2.1,78.6,92.9,-14.3,20.0,1.00,20.0,14.3,25.0,20.0,20.0,0.0,0.0,26.7,109.27,0.0
Isaiah Hicks,NYK,24,3,1,2,10.8,100.0,104.5,-4.5,11.8,2.00,15.4,5.9,14.7,10.3,7.7,50.0,58.8,15.3,98.72,10.4
Justin Patton,PHI,22,3,2,1,6.9,89.4,102.3,-12.9,25.0,0.00,27.3,6.5,17.4,11.1,0.0,28.6,31.7,14.0,106.02,5.1
Okaro White,WAS,26,3,2,1,2.1,66.7,92.9,-26.2,0.0,0.00,0.0,9.1,14.3,11.1,0.0,0.0,0.0,10.5,110.89,-2.8
Tony Bradley,UTA,21,3,2,1,12.0,107.3,126.2,-18.9,4.2,0.33,4.8,19.6,18.8,19.2,14.3,50.0,50.4,20.0,110.97,8.5
Trevon Duval,HOU,20,3,2,1,1.9,107.7,100.0,7.7,66.7,0.00,40.0,0.0,20.0,12.5,0.0,83.3,83.3,23.1,107.08,22.2
Angel Delgado,LAC,24,2,0,2,7.4,75.8,68.8,7.0,0.0,0.00,0.0,8.3,14.3,10.5,0.0,20.0,25.5,15.0,105.64,0.0
Dusty Hannahs,MEM,25,2,0,2,13.0,91.2,108.8,-17.5,35.7,5.00,26.3,0.0,3.6,1.6,5.3,25.0,31.1,22.2,105.57,4.1
J.P. Macura,CHA,24,2,1,1,8.4,89.5,91.7,-2.2,20.0,0.00,18.2,0.0,14.3,7.3,0.0,33.3,33.3,20.9,105.50,8.3
Kostas Antetokounmpo,DAL,21,2,1,1,5.3,104.5,87.0,17.6,0.0,0.00,0.0,0.0,11.1,5.6,16.7,0.0,21.0,24.0,102.21,-3.3
Terrence Jones,HOU,27,2,2,0,2.6,42.9,138.5,-95.6,0.0,0.00,0.0,0.0,57.1,25.0,20.0,25.0,22.5,33.3,127.06,0.0
Vincent Edwards,HOU,23,2,1,1,7.9,109.1,115.2,-6.1,0.0,0.00,0.0,5.9,5.9,5.9,0.0,37.5,37.5,11.1,100.78,2.3
Yante Maten,MIA,22,2,1,1,6.5,100.0,85.2,14.8,0.0,0.00,0.0,7.1,9.5,8.6,0.0,25.0,25.0,13.3,99.44,6.3
DJ Stephens,MEM,28,1,0,1,6.7,70.6,93.8,-23.2,0.0,0.00,0.0,0.0,0.0,0.0,33.3,50.0,50.0,13.0,117.62,5.1
George King,PHX,25,1,0,1,5.9,100.0,175.0,-75.0,0.0,0.00,0.0,0.0,25.0,9.1,0.0,0.0,0.0,0.0,97.63,3.2
Joe Chealey,CHA,23,1,0,1,7.8,87.5,113.3,-25.8,25.0,0.00,25.0,0.0,0.0,0.0,0.0,33.3,33.3,17.6,96.00,0.0
John Holland,CLE,30,1,0,1,0.7,50.0,0.0,50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.74,0.0
Jordan Sibert,ATL,26,1,1,0,4.2,133.3,170.0,-36.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,150.0,150.0,8.3,107.72,9.0
Kalin Lucas,DET,30,1,0,1,5.6,50.0,75.0,-25.0,50.0,0.00,33.3,0.0,50.0,23.1,0.0,0.0,53.2,15.4,103.16,47.1
Kobi Simmons,CLE,21,1,0,1,1.8,100.0,33.3,66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33,0.0
RJ Hunter,BOS,25,1,1,0,25.7,132.1,79.2,52.8,15.0,0.00,17.6,3.7,5.0,4.5,0.0,61.5,61.2,22.6,99.05,13.3
Tahjere McCall,BKN,24,1,0,1,8.0,142.9,78.9,63.9,0.0,0.00,0.0,0.0,20.0,8.3,0.0,66.7,58.1,13.6,120.50,3.3
Tyler Davis,OKC,22,1,1,0,0.9,0.0,0.0,0.0,0.0,0.00,0.0,50.0,0.0,33.3,0.0,0.0,0.0,33.3,78.98,100
Tyler Ulis,CHI,23,1,0,1,0.8,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.92,0.0
Zach Lofton,DET,26,1,1,0,3.8,100.0,100.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,102.40,-5.6
Zhou Qi,HOU,23,1,0,1,1.0,66.7,133.3,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,33.3,150.79,33.3
