Player,Position,Team,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Guaranteed,Salary 2018-19,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24,role
Serge Ibaka,C,Toronto Raptors,51,11.1,20.9,0.529,1.2,4.0,0.29,9.9,16.9,0.586,3.2,4.2,0.763,3.7,10.6,14.3,2.4,0.7,2.5,2.7,5.0,26.5,113.0,105,29,74,2010,18.7,0.5820000000000001,0.193,0.202,8.6,23.2,16.1,7.7,0.7,4.3,10.7,22.9,2.8,3.3,6.1,0.146,-0.7,1.2,0.5,1.3,44938271,21666667,23271604,0,0,0,0,FU
Zach LaVine,SG,Chicago Bulls,62,11.8,25.4,0.467,2.7,7.2,0.374,9.2,18.2,0.504,7.0,8.4,0.8320000000000001,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3,106.0,115,23,63,2171,18.7,0.574,0.28300000000000003,0.33,2.0,12.9,7.4,22.6,1.3,1.0,14.2,30.5,1.7,1.1,2.8,0.062,1.8,-1.7,0.0,1.1,78000000,19500000,19500000,19500000,19500000,0,0,FU
Ryan Arcidiacono,PG,Chicago Bulls,32,4.6,10.3,0.447,2.0,5.4,0.373,2.6,5.0,0.527,2.2,2.5,0.873,0.7,4.7,5.4,6.7,1.6,0.1,1.6,4.2,13.5,121.0,115,24,81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,2.8,0.9,3.7,0.09,-0.1,-1.0,-1.0,0.5,7349383,1349383,0,0,0,0,0,FU
Lauri Markkanen,PF,Chicago Bulls,51,9.9,22.9,0.43,3.5,9.6,0.361,6.4,13.3,0.479,4.9,5.6,0.872,2.1,11.4,13.6,2.2,1.1,1.0,2.5,3.5,28.1,107.0,112,21,52,1682,17.1,0.5529999999999999,0.418,0.245,4.7,25.9,15.2,7.2,1.1,1.7,8.8,25.1,1.3,1.5,2.7,0.078,-0.3,-1.6,-1.9,0.0,9836520,4536120,5300400,6731508,0,0,0,FU
Robin Lopez,C,Chicago Bulls,36,9.2,16.2,0.568,0.2,0.9,0.226,9.0,15.2,0.589,2.7,3.7,0.7240000000000001,4.2,4.4,8.6,2.7,0.3,2.4,2.9,3.7,21.3,113.0,115,30,74,1606,15.9,0.598,0.058,0.23,9.4,10.0,9.7,8.8,0.3,4.2,14.0,18.6,2.0,0.7,2.7,0.081,-1.0,-0.1,-1.1,0.4,14357750,14357750,0,0,0,0,0,FU
Shaquille Harrison,PG,Chicago Bulls,11,6.2,14.4,0.4320000000000001,0.8,3.0,0.27,5.4,11.4,0.475,2.8,4.2,0.667,1.1,6.4,7.5,4.7,3.0,1.0,2.0,4.2,16.1,101.0,110,25,73,1430,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.7,1.4,-1.3,0.2,1486265,1311265,0,0,0,0,0,FU
Bradley Beal,SG,Washington Wizards,82,11.9,25.2,0.475,3.3,9.3,0.35100000000000003,8.7,15.8,0.5479999999999999,5.7,7.0,0.8079999999999999,1.4,5.0,6.4,7.0,1.9,0.9,3.5,3.5,32.8,113.0,114,25,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.9,-1.1,2.8,3.7,81279057,25434263,27093019,28751775,0,0,0,FU
Tomáš Satoranský,PG,Washington Wizards,54,5.6,11.6,0.485,1.4,3.5,0.395,4.2,8.1,0.524,2.9,3.5,0.8190000000000001,1.8,4.3,6.1,8.7,1.8,0.3,2.6,3.8,15.5,121.0,116,27,80,2164,14.1,0.59,0.306,0.302,4.0,10.0,7.0,24.6,1.8,0.5,16.7,14.1,3.8,0.9,4.7,0.104,0.4,-1.0,-0.6,0.8,3129187,3129187,0,0,0,0,0,FU
Jeff Green,PF,Washington Wizards,44,7.4,15.5,0.475,2.5,7.2,0.34700000000000003,4.9,8.3,0.586,4.1,4.7,0.888,1.3,5.7,7.0,3.1,1.0,0.9,2.3,3.6,21.4,115.0,116,32,77,2097,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.2,-1.4,-1.2,0.4,2393887,2393887,0,0,0,0,0,FU
Thomas Bryant,C,Washington Wizards,53,9.8,15.9,0.616,1.0,3.1,0.333,8.7,12.8,0.685,3.4,4.3,0.7809999999999999,3.6,10.8,14.4,2.9,0.8,2.1,1.9,4.0,24.0,130.0,112,21,72,1496,21.0,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.17800000000000002,1.2,0.4,1.6,1.3,26378242,1378242,0,0,0,0,0,FU
Trevor Ariza,SF,Washington Wizards,43,6.7,16.5,0.409,3.1,9.5,0.322,3.7,6.9,0.528,3.0,3.9,0.777,1.1,6.2,7.3,5.3,1.7,0.4,2.2,2.8,19.6,109.0,115,33,43,1465,13.0,0.5379999999999999,0.58,0.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,1.1,0.8,1.9,0.062,0.6,-0.8,-0.2,0.7,15000000,15000000,0,0,0,0,0,FU
Aaron Gordon,PF,Orlando Magic,78,8.7,19.4,0.449,2.2,6.4,0.349,6.5,13.0,0.499,3.4,4.7,0.731,2.4,8.3,10.7,5.4,1.1,1.0,3.0,3.2,23.2,107.0,109,23,78,2633,15.1,0.5379999999999999,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,-0.2,1.2,1.0,2.0,76000000,21590909,19863636,18136364,16409091,0,0,FU
Evan Fournier,SG,Orlando Magic,81,9.0,20.5,0.438,2.9,8.6,0.34,6.0,11.9,0.509,2.6,3.3,0.8059999999999999,0.7,4.2,4.9,5.7,1.4,0.2,3.0,4.3,23.5,104.0,111,26,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3,34000000,17000000,17000000,17000000,0,0,0,FU
Nikola Vučević,C,Orlando Magic,80,13.7,26.4,0.518,1.6,4.5,0.364,12.0,21.9,0.5489999999999999,3.5,4.4,0.789,4.4,14.3,18.7,6.0,1.6,1.7,3.1,3.1,32.5,115.0,103,28,80,2510,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3.0,9.9,28.0,5.4,4.7,10.1,0.193,3.0,3.4,6.4,5.3,112750000,12750000,0,0,0,0,0,FU
D.J. Augustin,PG,Orlando Magic,81,6.9,14.6,0.47,2.8,6.7,0.421,4.0,7.9,0.511,3.9,4.5,0.866,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,122.0,112,31,81,2269,15.7,0.616,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5.0,1.9,6.9,0.146,1.7,-2.0,-0.3,1.0,14500000,7250000,7250000,0,0,0,0,FU
Terrence Ross,SG,Orlando Magic,0,10.0,23.4,0.428,4.9,12.9,0.383,5.1,10.5,0.484,2.9,3.3,0.875,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,108.0,109,27,81,2150,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.0,-1.3,-0.3,0.9,60500000,10500000,0,0,0,0,0,FU
Kemba Walker,PG,Charlotte Hornets,82,12.4,28.6,0.434,4.4,12.4,0.35600000000000004,8.0,16.2,0.494,6.5,7.6,0.8440000000000001,0.9,5.2,6.1,8.2,1.7,0.6,3.6,2.2,35.7,112.0,114,28,82,2863,21.7,0.5579999999999999,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1.0,10.1,31.5,5.5,1.9,7.4,0.123,5.1,-1.7,3.3,3.9,12000000,12000000,0,0,0,0,0,FU
Nicolas Batum,SF,Charlotte Hornets,72,5.2,11.6,0.45,2.4,6.2,0.389,2.8,5.5,0.519,1.6,1.8,0.865,1.5,6.6,8.1,5.1,1.5,0.9,2.4,2.9,14.4,112.0,113,30,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2.0,1.7,3.7,0.076,-0.1,0.9,0.8,1.7,49565217,24000000,25565217,27130434,0,0,0,FU
Jeremy Lamb,SG,Charlotte Hornets,55,9.3,21.2,0.44,2.5,7.1,0.348,6.8,14.0,0.487,5.0,5.6,0.888,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,113.0,111,26,79,2250,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2.0,5.3,0.113,0.6,-0.6,0.1,1.2,7488372,7488372,0,0,0,0,0,FU
Marvin Williams,PF,Charlotte Hornets,75,6.3,14.9,0.422,3.2,8.7,0.366,3.1,6.2,0.5,1.5,2.0,0.767,1.7,7.5,9.3,2.1,1.6,1.4,1.1,3.6,17.2,112.0,111,32,75,2133,12.6,0.5479999999999999,0.586,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.2,0.5,0.3,1.3,29093750,14087500,15006250,0,0,0,0,FU
Miles Bridges,SF,Charlotte Hornets,25,6.8,14.7,0.464,1.9,5.7,0.325,4.9,8.9,0.5529999999999999,1.7,2.2,0.753,1.9,7.3,9.3,2.7,1.6,1.4,1.4,3.2,17.1,111.0,112,20,80,1696,13.1,0.5479999999999999,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-1.2,0.5,-0.6,0.6,6962040,3206640,3755400,3934320,5421493,0,0,FU
Buddy Hield,SG,Sacramento Kings,82,11.1,24.2,0.458,4.9,11.6,0.4270000000000001,6.1,12.6,0.487,3.0,3.4,0.8859999999999999,1.9,5.4,7.3,3.6,1.0,0.6,2.6,3.6,30.2,113.0,114,26,82,2615,17.5,0.5870000000000001,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.1,-2.0,1.1,2.1,8694968,3833760,4861208,0,0,0,0,FU
De'Aaron Fox,PG,Sacramento Kings,81,9.2,20.1,0.458,1.6,4.2,0.371,7.7,15.9,0.482,5.5,7.6,0.727,0.8,4.8,5.6,10.8,2.4,0.8,4.1,3.7,25.6,110.0,111,21,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15.0,24.5,3.2,2.5,5.6,0.106,1.1,0.0,1.1,2.0,11863680,5470920,6392760,8099627,0,0,0,FU
Willie Cauley-Stein,C,Sacramento Kings,81,8.7,15.6,0.556,0.0,0.0,0.5,8.6,15.5,0.556,2.9,5.3,0.551,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,118.0,108,25,81,2213,18.0,0.5660000000000001,0.003,0.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,-0.2,2.2,2.0,2.3,4696875,4696875,0,0,0,0,0,FU
Bogdan Bogdanović,SG,Sacramento Kings,17,8.6,20.6,0.418,3.2,8.9,0.36,5.4,11.7,0.462,3.2,3.9,0.8270000000000001,1.0,4.9,5.8,6.4,1.7,0.4,2.8,3.4,23.7,107.0,113,26,70,1947,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,0.5,-1.2,-0.7,0.6,17529386,9000000,8529386,0,0,0,0,FU
Nemanja Bjelica,PF,Sacramento Kings,70,7.4,15.4,0.479,2.7,6.7,0.401,4.7,8.7,0.539,1.8,2.4,0.7609999999999999,3.3,8.3,11.6,3.8,1.4,1.5,2.1,5.1,19.3,117.0,110,30,77,1788,15.4,0.585,0.433,0.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.8,1.2,2.0,1.8,13325000,6500000,6825000,7150000,0,0,0,FU
Kevin Knox,PF,New York Knicks,57,7.5,20.4,0.37,2.8,8.1,0.343,4.8,12.3,0.387,3.6,5.0,0.7170000000000001,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,93.0,116,19,75,2158,8.7,0.475,0.398,0.247,2.9,13.6,8.1,6.0,1.0,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6.0,-2.2,8120040,3739920,4380120,4588680,5845978,0,0,FU
Damyean Dotson,SG,New York Knicks,40,7.0,16.8,0.415,3.0,8.2,0.368,3.9,8.6,0.461,1.8,2.4,0.745,0.8,5.5,6.3,3.2,1.4,0.2,1.7,3.2,18.7,105.0,116,24,73,2004,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037000000000000005,-0.9,-1.4,-2.3,-0.2,2996762,1378242,1618520,0,0,0,0,FU
Noah Vonleh,PF,New York Knicks,57,5.8,12.3,0.47,1.3,3.8,0.336,4.5,8.5,0.531,3.1,4.4,0.7120000000000001,3.2,11.6,14.8,3.6,1.3,1.4,2.5,4.9,16.0,111.0,111,23,68,1722,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.6,1.6,0.0,0.9,1621415,1621415,0,0,0,0,0,FU
Emmanuel Mudiay,PG,New York Knicks,42,9.9,22.2,0.446,2.1,6.3,0.329,7.8,15.9,0.4920000000000001,4.3,5.6,0.774,1.0,4.9,5.9,6.8,1.3,0.6,4.2,3.1,26.2,102.0,116,22,59,1607,14.6,0.531,0.284,0.251,2.1,10.9,6.4,24.2,1.3,1.0,14.6,25.6,0.1,0.7,0.8,0.023,-0.5,-1.9,-2.4,-0.2,4294480,4294480,0,0,0,0,0,FU
Allonzo Trier,SG,New York Knicks,3,7.7,17.1,0.448,1.7,4.4,0.394,5.9,12.8,0.466,5.9,7.4,0.8029999999999999,1.0,5.5,6.5,3.9,0.9,0.5,3.8,3.9,23.0,104.0,116,23,64,1459,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-2.2,-2.0,-4.2,-0.8,6933100,3382000,3551100,0,0,0,0,FU
Kyle Kuzma,PF,Los Angeles Lakers,68,10.0,21.9,0.456,2.6,8.5,0.303,7.4,13.4,0.5529999999999999,3.8,5.0,0.752,1.2,6.5,7.7,3.6,0.8,0.5,2.7,3.4,26.3,106.0,112,23,70,2314,14.0,0.546,0.388,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,0.065,-0.3,-1.3,-1.7,0.2,3664440,1689840,1974600,3562178,0,0,0,FU
Kentavious Caldwell-Pope,SG,Los Angeles Lakers,23,7.4,17.3,0.43,3.5,9.9,0.34700000000000003,4.0,7.3,0.542,3.1,3.6,0.867,1.1,4.3,5.4,2.5,1.7,0.3,1.5,3.1,21.4,113.0,112,25,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,0.6,-1.2,-0.6,0.7,20089282,12000000,0,0,0,0,0,FU
LeBron James,SF,Los Angeles Lakers,55,13.4,26.3,0.51,2.7,7.9,0.339,10.7,18.4,0.5820000000000001,6.7,10.0,0.665,1.4,9.8,11.2,10.9,1.7,0.8,4.7,2.3,36.2,114.0,108,34,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9,112310573,35654150,37436858,39219565,41002273,0,0,FU
Brandon Ingram,SF,Los Angeles Lakers,52,9.6,19.3,0.4970000000000001,0.8,2.5,0.33,8.8,16.8,0.521,5.2,7.6,0.675,1.1,6.0,7.1,4.1,0.7,0.8,3.4,3.9,25.1,104.0,112,21,52,1760,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-2.2,-0.6,-2.8,-0.3,5757120,5757120,7265485,0,0,0,0,FU
Josh Hart,SG,Los Angeles Lakers,22,5.1,12.6,0.407,2.5,7.4,0.336,2.6,5.2,0.511,1.5,2.2,0.688,0.9,5.8,6.7,2.5,1.7,1.1,1.6,4.0,14.2,103.0,110,23,67,1715,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-1.8,1.1,-0.7,0.6,1655160,1655160,1934160,3491159,0,0,0,FU
Luka Dončić,SG,Dallas Mavericks,72,10.6,24.8,0.4270000000000001,3.5,10.8,0.327,7.1,14.1,0.503,7.2,10.1,0.713,1.8,10.0,11.8,9.0,1.6,0.5,5.2,2.9,31.9,107.0,109,19,72,2318,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6,14244000,6560640,7683360,8049360,10174391,0,0,FU
Dorian Finney-Smith,SF,Dallas Mavericks,26,5.6,12.9,0.4320000000000001,1.9,6.2,0.311,3.6,6.7,0.544,1.8,2.5,0.7090000000000001,3.4,6.1,9.5,2.3,1.7,0.9,1.8,4.5,14.9,109.0,111,25,81,1985,11.0,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1,13544951,1544951,0,0,0,0,0,FU
Dwight Powell,C,Dallas Mavericks,22,8.5,14.2,0.597,1.1,3.7,0.307,7.3,10.5,0.6990000000000001,5.7,7.4,0.772,4.1,7.9,12.0,3.3,1.3,1.5,2.0,5.9,23.8,135.0,110,27,77,1662,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2.8,1.2,4.0,2.5,52890625,9631250,10259375,10185185,11000000,11814815,0,FU
Jalen Brunson,PG,Dallas Mavericks,38,8.0,17.2,0.467,1.9,5.5,0.348,6.1,11.7,0.523,2.7,3.7,0.725,0.8,4.4,5.2,7.0,1.1,0.1,2.7,3.9,20.7,110.0,114,22,73,1591,12.8,0.5489999999999999,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-0.8,-1.6,-2.5,-0.2,4310443,1230000,1416582,1663861,1802057,0,0,FU
Maxi Kleber,PF,Dallas Mavericks,18,5.7,12.5,0.453,2.5,7.0,0.353,3.2,5.4,0.583,1.9,2.4,0.784,2.9,7.7,10.6,2.3,1.2,2.5,1.7,4.6,15.7,115.0,109,27,71,1502,13.1,0.579,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3,35378242,1378242,0,0,0,0,0,FU
Nikola Jokić,C,Denver Nuggets,80,12.1,23.7,0.511,1.6,5.3,0.307,10.5,18.4,0.569,5.7,6.9,0.821,4.5,12.5,17.0,11.4,2.1,1.1,4.9,4.5,31.5,119.0,105,23,80,2504,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3,142710045,24605181,26573595,28542009,30510423,32478837,0,FU
Jamal Murray,PG,Denver Nuggets,74,10.3,23.5,0.4370000000000001,3.1,8.3,0.3670000000000001,7.2,15.2,0.476,3.8,4.5,0.848,1.3,5.1,6.4,7.3,1.3,0.5,3.2,3.1,27.4,110.0,111,21,75,2447,16.0,0.5379999999999999,0.353,0.19,2.9,11.2,7.0,22.4,1.3,1.0,11.1,24.9,2.8,2.3,5.1,0.1,1.1,-1.0,0.1,1.3,7944546,3499800,4444746,0,0,0,0,FU
Monte Morris,PG,Denver Nuggets,6,8.6,17.5,0.493,2.3,5.7,0.414,6.3,11.8,0.531,1.6,2.0,0.802,0.9,4.0,4.8,7.4,1.8,0.1,1.3,2.5,21.2,124.0,111,23,82,1970,16.2,0.5770000000000001,0.32299999999999995,0.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,0.151,1.5,-1.3,0.2,1.1,2937614,1349383,1588231,1663861,0,0,0,FU
Paul Millsap,PF,Denver Nuggets,65,8.3,17.2,0.484,1.5,4.1,0.365,6.8,13.1,0.522,4.7,6.5,0.727,4.0,9.1,13.1,3.7,2.2,1.4,2.5,4.7,22.9,116.0,106,33,70,1895,17.9,0.57,0.239,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,0.155,0.5,1.9,2.4,2.1,60230769,29730769,30500000,0,0,0,0,FU
Malik Beasley,SG,Denver Nuggets,18,9.1,19.3,0.474,4.3,10.6,0.402,4.9,8.7,0.56,1.5,1.7,0.848,0.9,4.3,5.2,2.5,1.4,0.3,1.4,3.0,24.0,117.0,112,22,81,1879,14.2,0.599,0.55,0.09,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,1.4,-1.9,-0.5,0.7,4505554,1773840,2731714,0,0,0,0,FU
Karl-Anthony Towns,C,Minnesota Timberwolves,77,12.8,24.7,0.518,2.7,6.7,0.4,10.1,18.1,0.562,7.1,8.5,0.836,5.0,13.0,18.0,4.9,1.3,2.4,4.5,5.5,35.4,118.0,108,23,77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20.0,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,4.8,2.0,6.8,5.7,163709435,7839435,27250000,29430000,31610000,33790000,35970000,FU
Andrew Wiggins,SF,Minnesota Timberwolves,73,9.4,22.8,0.412,2.2,6.6,0.339,7.2,16.2,0.441,3.9,5.6,0.6990000000000001,1.6,5.1,6.6,3.5,1.3,0.9,2.6,2.9,24.9,100.0,115,23,73,2543,12.4,0.493,0.28800000000000003,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.7,-1.3,-2.9,-0.6,146667250,25467250,27270000,29290000,31310000,33330000,0,FU
Josh Okogie,SG,Minnesota Timberwolves,52,5.3,13.9,0.386,1.6,5.9,0.279,3.7,8.0,0.464,3.2,4.4,0.728,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,101.0,113,20,74,1757,9.4,0.4920000000000001,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-2.0,0.4,-1.7,0.1,4691400,2160720,2530680,2651040,4087904,0,0,FU
Taj Gibson,PF,Minnesota Timberwolves,57,8.6,15.3,0.5660000000000001,0.3,1.0,0.324,8.3,14.3,0.583,3.8,5.0,0.757,4.9,8.1,13.0,2.4,1.5,1.1,2.1,5.3,21.4,123.0,112,33,70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.14400000000000002,0.8,0.2,1.0,1.3,14000000,14000000,0,0,0,0,0,FU
Dario Šarić,PF,Minnesota Timberwolves,28,7.5,16.6,0.454,2.9,7.5,0.383,4.7,9.2,0.511,3.1,3.5,0.875,3.1,7.8,10.9,3.0,1.2,0.2,2.1,4.2,21.0,116.0,114,24,68,1627,14.3,0.579,0.449,0.213,6.8,17.7,12.2,8.8,1.2,0.3,10.5,17.8,2.4,0.9,3.3,0.099,1.0,-1.4,-0.4,0.7,2526840,2526840,3481986,0,0,0,0,FU
Jayson Tatum,SF,Boston Celtics,79,9.1,20.3,0.45,2.3,6.1,0.373,6.9,14.2,0.483,3.8,4.5,0.855,1.4,8.0,9.4,3.3,1.6,1.1,2.4,3.3,24.4,107.0,107,20,79,2455,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,1.6,3.4,5.0,0.097,-1.4,0.6,-0.8,0.8,14530800,6700800,7830000,9897120,0,0,0,FU
Kyrie Irving,PG,Boston Celtics,67,13.1,27.0,0.487,3.8,9.4,0.401,9.4,17.6,0.5329999999999999,4.7,5.3,0.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,118.0,108,26,67,2214,24.3,0.5920000000000001,0.35,0.197,3.4,12.7,8.1,35.0,2.2,1.4,11.3,29.6,6.2,2.9,9.1,0.197,6.0,0.4,6.4,4.7,20099189,20099189,0,0,0,0,0,FU
Marcus Smart,SG,Boston Celtics,60,5.2,12.4,0.422,2.8,7.6,0.364,2.5,4.8,0.511,2.3,2.8,0.8059999999999999,1.2,3.9,5.1,7.0,3.1,0.6,2.7,4.4,15.5,113.0,107,24,80,2200,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.116,0.6,1.3,1.8,2.1,51999900,11660716,12553471,13446428,14339285,0,0,FU
Marcus Morris,PF,Boston Celtics,53,8.7,19.4,0.447,3.4,9.0,0.375,5.3,10.5,0.508,3.4,4.0,0.8440000000000001,1.8,8.8,10.6,2.5,1.0,0.6,2.1,4.2,24.1,110.0,109,29,75,2091,14.2,0.568,0.461,0.205,3.9,19.5,11.7,7.5,1.0,1.1,9.1,20.9,2.1,2.5,4.5,0.104,-0.4,-1.0,-1.4,0.3,5375000,5375000,0,0,0,0,0,FU
Al Horford,C,Boston Celtics,68,9.4,17.7,0.535,1.8,5.0,0.36,7.7,12.7,0.604,1.9,2.3,0.821,2.9,8.3,11.2,6.9,1.4,2.1,2.5,3.1,22.6,122.0,107,32,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,2.1,2.7,4.8,3.4,28928710,28928710,0,0,0,0,0,FU
Kevin Durant,SF,Golden State Warriors,78,12.7,24.4,0.521,2.4,6.8,0.353,10.3,17.5,0.5870000000000001,7.9,8.9,0.885,0.6,8.2,8.8,8.0,1.0,1.5,4.0,2.7,35.7,121.0,110,30,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,30000000,30000000,0,0,0,0,0,FU
Klay Thompson,SG,Golden State Warriors,78,11.8,25.2,0.467,4.3,10.7,0.402,7.4,14.4,0.516,2.3,2.8,0.816,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110.0,112,28,78,2652,16.6,0.5710000000000001,0.4270000000000001,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.2,-2.0,-0.8,0.8,208892325,18988725,0,0,0,0,0,FU
Stephen Curry,PG,Golden State Warriors,69,12.9,27.3,0.472,7.2,16.5,0.4370000000000001,5.7,10.8,0.525,5.4,5.9,0.916,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,120.0,110,30,69,2331,24.4,0.6409999999999999,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.7,-1.4,6.3,4.9,166476240,37457154,40231758,43006362,45780966,0,0,FU
