Player,Pos,Age,Team,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Guaranteed,Salary 2018-19,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24
Álex Abrines,SG,25,Oklahoma City Thunder,31,588,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-2.4,-0.9,-3.4,-0.2,5455236,5455236,0,0,0,0,0
Quincy Acy,PF,28,Phoenix Suns,10,123,2.9,0.379,0.833,0.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,-0.1,0.0,-0.1,-0.022000000000000002,-5.7,-0.3,-5.9,-0.1,213949,213949,0,0,0,0,0
Jaylen Adams,PG,22,Atlanta Hawks,34,428,7.6,0.474,0.6729999999999999,0.08199999999999999,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,-0.1,0.2,0.1,0.011000000000000001,-3.1,-1.3,-4.4,-0.3,336854,236854,100000,0,0,0,0
Steven Adams,C,25,Oklahoma City Thunder,80,2669,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,5.1,4.0,9.1,0.163,0.6,2.1,2.7,3.2,77528091,24157304,25842697,27528090,0,0,0
Bam Adebayo,C,21,Miami Heat,82,1913,17.9,0.623,0.031,0.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,3.4,3.4,6.8,0.171,-0.6,3.6,3.0,2.4,6409920,2955840,3454080,5115492,0,0,0
LaMarcus Aldridge,C,33,San Antonio Spurs,81,2687,22.9,0.5760000000000001,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.16699999999999998,1.2,0.5,1.6,2.5,55347015,22347015,26000000,24000000,0,0,0
Grayson Allen,SG,23,Utah Jazz,38,416,7.5,0.516,0.556,0.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0.0,0.002,-3.7,-3.1,-6.8,-0.5,2074320,2074320,2429400,2545320,4054695,0,0
Jarrett Allen,C,20,Brooklyn Nets,80,2096,18.5,0.632,0.079,0.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,4.4,3.3,7.6,0.175,-0.7,3.2,2.5,2.4,4410960,2034120,2376840,3909902,0,0,0
Al-Farouq Aminu,PF,28,Portland Trail Blazers,81,2292,13.2,0.568,0.47200000000000003,0.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,3.0,2.8,5.8,0.121,0.1,0.8,0.9,1.7,6957105,6957105,0,0,0,0,0
Justin Anderson,SF,25,Atlanta Hawks,48,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.6,-0.7,-3.2,-0.1,2516048,2516048,0,0,0,0,0
Kyle Anderson,SF,25,Memphis Grizzlies,43,1281,12.8,0.569,0.12300000000000001,0.23199999999999998,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,0.8,1.8,2.7,0.1,-2.1,3.3,1.2,1.0,37156300,8641000,9073050,9505100,9937150,0,0
Ryan Anderson,PF,30,Miami Heat,10,44,4.5,0.354,0.667,0.222,9.7,12.1,10.9,5.8,1.1,0.0,16.8,11.6,0.0,0.0,0.0,-0.009000000000000001,-4.9,-0.8,-5.8,0.0,36065296,20421546,5214583,5214583,5214584,0,0
Ike Anigbogu,C,20,Indiana Pacers,3,6,-6.0,0.0,0.0,0.0,18.9,36.2,27.7,19.4,0.0,14.8,25.0,29.1,-0.1,0.0,-0.1,-0.48,-22.5,8.5,-14.0,0.0,1378242,1378242,0,0,0,0,0
Giannis Antetokounmpo,PF,24,Milwaukee Bucks,72,2358,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,5.7,5.0,10.8,7.6,77528091,24157304,25842697,27528090,0,0,0
OG Anunoby,SF,21,Toronto Raptors,67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2.0,0.07,-1.3,0.1,-1.2,0.3,4234560,1952760,2281800,3872215,0,0,0
Ryan Arcidiacono,PG,24,Chicago Bulls,81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,2.8,0.9,3.7,0.09,-0.1,-1.0,-1.0,0.5,7349383,1349383,0,0,0,0,0
Trevor Ariza,SF,33,Washington Wizards,43,1465,13.0,0.5379999999999999,0.58,0.23800000000000002,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,1.1,0.8,1.9,0.062,0.6,-0.8,-0.2,0.7,15000000,15000000,0,0,0,0,0
D.J. Augustin,PG,31,Orlando Magic,81,2269,15.7,0.616,0.45899999999999996,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5.0,1.9,6.9,0.146,1.7,-2.0,-0.3,1.0,14500000,7250000,7250000,0,0,0,0
Deandre Ayton,C,20,Phoenix Suns,71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,-0.1,0.2,0.2,1.2,17728080,8165160,9562920,10018200,12632950,0,0
Dwayne Bacon,SG,23,Charlotte Hornets,43,759,11.7,0.57,0.33899999999999997,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-1.2,-2.4,-3.5,-0.3,1378242,1378242,1618520,0,0,0,0
Marvin Bagley,PF,19,Sacramento Kings,62,1567,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,2.0,1.6,3.6,0.11,-1.2,-0.7,-1.8,0.1,15861720,7305600,8556120,8963640,11312114,0,0
Ron Baker,SG,25,New York Knicks,11,107,4.4,0.376,0.563,0.375,1.0,6.0,3.4,16.1,2.3,0.0,13.9,8.6,0.0,0.0,0.0,0.002,-4.6,-1.4,-6.0,-0.1,4544400,4544400,0,0,0,0,0
Ron Baker,SG,25,Washington Wizards,4,45,-2.0,0.0,1.0,0.0,0.0,9.8,4.8,5.1,1.1,1.9,33.3,5.7,-0.1,0.0,-0.1,-0.12,-8.8,0.8,-8.1,-0.1,170915,170915,0,0,0,0,0
Lonzo Ball,PG,21,Los Angeles Lakers,47,1423,11.7,0.48700000000000004,0.5,0.105,4.0,14.0,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052000000000000005,-0.9,1.5,0.5,0.9,7461960,7461960,8719320,11003782,0,0,0
Mohamed Bamba,C,20,Orlando Magic,47,766,14.9,0.539,0.28800000000000003,0.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,0.3,1.4,1.7,0.106,-3.3,3.1,-0.2,0.4,24100422,4865040,5697600,5969040,7568742,0,0
J.J. Barea,PG,34,Dallas Mavericks,38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1.0,0.064,1.1,-2.2,-1.1,0.2,3710850,3710850,0,0,0,0,0
Harrison Barnes,SF,26,Sacramento Kings,28,949,12.3,0.578,0.419,0.258,2.2,14.8,8.4,7.5,0.8,0.2,8.0,16.3,1.1,0.5,1.7,0.084,-0.1,-1.2,-1.2,0.2,109107258,24107258,0,0,0,0,0
Will Barton,SG,28,Denver Nuggets,43,1189,11.0,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,0.1,1.1,1.2,0.049,-1.8,-0.5,-2.3,-0.1,38710358,11830358,12960000,13920000,14880000,0,0
Keita Bates-Diop,SF,23,Minnesota Timberwolves,30,503,9.6,0.489,0.366,0.19699999999999998,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0.0,0.4,0.3,0.032,-3.2,0.0,-3.1,-0.1,2255316,838464,1416852,1663861,0,0,0
Nicolas Batum,SF,30,Charlotte Hornets,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2.0,1.7,3.7,0.076,-0.1,0.9,0.8,1.7,49565217,24000000,25565217,27130434,0,0,0
Jerryd Bayless,PG,30,Minnesota Timberwolves,34,657,8.5,0.431,0.426,0.122,1.8,8.4,5.0,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0.0,-0.003,-2.4,-2.7,-5.1,-0.5,8575916,8575916,0,0,0,0,0
Aron Baynes,C,32,Boston Celtics,51,821,14.0,0.5670000000000001,0.27399999999999997,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.2,1.4,0.2,0.5,5193600,5193600,5453280,0,0,0,0
Kent Bazemore,SG,29,Atlanta Hawks,67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,-0.7,1.4,0.7,0.021,-2.2,0.0,-2.2,-0.1,18089887,18089887,19269662,0,0,0,0
Bradley Beal,SG,25,Washington Wizards,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.9,-1.1,2.8,3.7,81279057,25434263,27093019,28751775,0,0,0
Malik Beasley,SG,22,Denver Nuggets,81,1879,14.2,0.599,0.55,0.09,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,1.4,-1.9,-0.5,0.7,4505554,1773840,2731714,0,0,0,0
Marco Belinelli,SG,32,San Antonio Spurs,79,1815,11.9,0.557,0.5720000000000001,0.18,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,0.3,-2.4,-2.1,0.0,12000000,6153846,5846154,0,0,0,0
Jordan Bell,C,24,Golden State Warriors,68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-3.1,2.8,-0.4,0.3,1378252,1378252,0,0,0,0,0
DeAndre' Bembry,SG,24,Atlanta Hawks,82,1931,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022000000000000002,-3.3,1.1,-2.2,-0.1,4238622,1634640,2603982,0,0,0,0
Dragan Bender,PF,21,Phoenix Suns,46,826,9.5,0.521,0.513,0.27399999999999997,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,0.0,0.4,0.5,0.027000000000000003,-3.1,-0.3,-3.4,-0.3,4661280,4661280,0,0,0,0,0
Dairis Bertāns,SG,29,New Orleans Pelicans,12,167,2.0,0.36200000000000004,0.723,0.0,1.3,4.3,2.8,7.2,0.3,0.0,4.1,12.0,-0.2,0.0,-0.2,-0.054000000000000006,-4.2,-3.5,-7.7,-0.2,194220,194220,0,0,0,0,0
Dāvis Bertāns,PF,26,San Antonio Spurs,76,1632,13.0,0.632,0.746,0.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,2.6,1.5,4.0,0.11800000000000001,1.6,-0.4,1.2,1.3,7000000,7000000,7000000,0,0,0,0
Patrick Beverley,PG,30,Los Angeles Clippers,78,2137,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.10800000000000001,1.2,1.2,2.3,2.3,45027028,5027028,0,0,0,0,0
Khem Birch,C,26,Orlando Magic,50,643,19.2,0.64,0.006999999999999999,0.55,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1.0,2.8,0.212,0.2,2.3,2.4,0.7,7378242,1378242,0,0,0,0,0
Bismack Biyombo,C,26,Charlotte Hornets,54,783,14.4,0.602,0.0,0.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2.0,0.125,-2.5,1.5,-1.1,0.2,34000000,17000000,17000000,0,0,0,0
Nemanja Bjelica,PF,30,Sacramento Kings,77,1788,15.4,0.585,0.433,0.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.8,1.2,2.0,1.8,13325000,6500000,6825000,7150000,0,0,0
Antonio Blakeney,SG,22,Chicago Bulls,57,829,10.6,0.48700000000000004,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-4.7,-3.7,-8.4,-1.3,2937614,1349383,1588231,0,0,0,0
Eric Bledsoe,PG,29,Milwaukee Bucks,78,2272,19.3,0.5770000000000001,0.38799999999999996,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.17300000000000001,2.5,1.0,3.5,3.2,85000000,15000000,15625000,16875000,18125000,19375000,0
Bogdan Bogdanović,SG,26,Sacramento Kings,70,1947,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,0.5,-1.2,-0.7,0.6,17529386,9000000,8529386,0,0,0,0
Bojan Bogdanović,SF,29,Indiana Pacers,81,2573,16.1,0.613,0.36700000000000005,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.4,-1.4,0.0,1.3,10500000,10500000,0,0,0,0,0
Andrew Bogut,C,34,Golden State Warriors,11,134,13.4,0.523,0.0,0.083,10.0,32.8,21.9,10.6,1.1,5.0,17.7,14.5,0.1,0.2,0.3,0.111,-4.3,3.1,-1.3,0.0,2393887,2393887,0,0,0,0,0
Jonah Bolden,PF,23,Philadelphia 76ers,44,639,12.7,0.595,0.593,0.16699999999999998,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-0.8,2.0,1.2,0.5,3388450,1690000,1698450,1766550,1845000,0,0
Isaac Bonga,PG,19,Los Angeles Lakers,22,120,6.0,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059000000000000004,-7.3,3.0,-4.3,-0.1,1000000,1000000,1663861,1416852,0,0,0
Devin Booker,SG,22,Phoenix Suns,64,2242,20.2,0.584,0.33,0.36200000000000004,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.8,-3.0,0.8,1.6,161364365,3314365,27250000,29430000,31610000,33790000,35970000
Chris Boucher,PF,26,Toronto Raptors,28,163,22.2,0.563,0.48700000000000004,0.19699999999999998,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.19399999999999998,-1.7,2.8,1.1,0.1,582418,457418,1588231,0,0,0,0
Avery Bradley,SG,28,Memphis Grizzlies,14,442,14.5,0.565,0.38799999999999996,0.133,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,0.3,0.4,0.7,0.07400000000000001,0.6,-2.1,-1.5,0.1,14000000,12000000,2000000,0,0,0,0
Tony Bradley,C,21,Utah Jazz,3,36,19.6,0.504,0.0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0.0,0.1,0.1,0.13,-2.0,1.3,-0.7,0.0,3641880,1679520,1962360,3542060,0,0,0
Corey Brewer,SF,32,Philadelphia 76ers,7,140,10.8,0.484,0.28600000000000003,0.265,3.1,9.6,6.4,10.0,4.0,1.1,12.8,18.8,-0.1,0.2,0.1,0.044000000000000004,-3.2,0.8,-2.4,0.0,270496,270496,0,0,0,0,0
Corey Brewer,SF,32,Sacramento Kings,24,352,12.0,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,0.5,0.4,0.8,0.115,-0.3,1.1,0.9,0.3,2270496,2270496,0,0,0,0,0
Mikal Bridges,SF,22,Phoenix Suns,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.057999999999999996,-0.5,0.3,-0.2,1.1,7713960,3552960,4161000,4359000,5557725,0,0
Miles Bridges,SF,20,Charlotte Hornets,80,1696,13.1,0.5479999999999999,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-1.2,0.5,-0.6,0.6,6962040,3206640,3755400,3934320,5421493,0,0
Isaiah Briscoe,PG,22,Orlando Magic,39,559,6.7,0.455,0.24600000000000002,0.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.0,-0.6,-5.6,-0.5,838464,838464,0,0,0,0,0
Ryan Broekhoff,SG,28,Dallas Mavericks,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.7,-1.7,-2.3,0.0,2282306,838464,1443842,0,0,0,0
Malcolm Brogdon,SG,26,Milwaukee Bucks,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,4.2,2.3,6.5,0.171,1.9,-0.3,1.5,1.6,1544951,1544951,0,0,0,0,0
Dillon Brooks,SF,23,Memphis Grizzlies,18,330,7.6,0.499,0.32799999999999996,0.24600000000000002,3.0,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0.0,-0.004,-4.2,-1.9,-6.1,-0.3,1378242,1378242,1618520,0,0,0,0
Bruce Brown,SG,22,Detroit Pistons,74,1449,6.9,0.469,0.29600000000000004,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-3.7,1.7,-2.0,0.0,2255316,838464,1416852,1663861,0,0,0
Jaylen Brown,SG,22,Boston Celtics,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.5,-0.6,-2.1,0.0,11704789,5169960,6534829,0,0,0,0
Lorenzo Brown,PG,28,Toronto Raptors,26,212,6.3,0.38,0.39399999999999996,0.042,2.6,12.9,7.9,17.3,2.7,2.0,18.1,17.9,-0.5,0.3,-0.1,-0.027000000000000003,-5.8,1.5,-4.3,-0.1,800000,800000,0,0,0,0,0
Sterling Brown,SG,23,Milwaukee Bucks,58,1034,10.9,0.563,0.47100000000000003,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.6,0.0,-1.6,0.1,2996762,1378242,1618520,0,0,0,0
Troy Brown,SF,19,Washington Wizards,52,730,11.1,0.48700000000000004,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-2.6,-1.2,-3.7,-0.3,5968560,2749080,3219480,3372840,5170564,0,0
Jalen Brunson,PG,22,Dallas Mavericks,73,1591,12.8,0.5489999999999999,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-0.8,-1.6,-2.5,-0.2,4310443,1230000,1416582,1663861,1802057,0,0
Thomas Bryant,C,21,Washington Wizards,72,1496,21.0,0.674,0.19699999999999998,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.17800000000000002,1.2,0.4,1.6,1.3,26378242,1378242,0,0,0,0,0
Reggie Bullock,SG,27,Los Angeles Lakers,19,524,9.1,0.545,0.647,0.13699999999999998,0.4,9.3,4.9,5.0,1.4,1.1,6.3,13.7,0.2,0.4,0.7,0.061,-1.3,-0.5,-1.8,0.0,2500000,2500000,0,0,0,0,0
Trey Burke,PG,26,Dallas Mavericks,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,0.14,2.1,-3.0,-0.9,0.1,1795015,1795015,0,0,0,0,0
Alec Burks,SG,27,Sacramento Kings,13,127,9.0,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0.0,0.2,0.2,0.062,-3.8,1.9,-1.9,0.0,11536515,11536515,0,0,0,0,0
Deonte Burton,SG,25,Oklahoma City Thunder,32,240,7.0,0.47,0.32899999999999996,0.146,1.7,10.7,6.0,5.0,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027000000000000003,-5.6,-0.6,-6.3,-0.3,151587,151587,1416852,0,0,0,0
Jimmy Butler,SF,29,Philadelphia 76ers,55,1824,19.8,0.569,0.198,0.40700000000000003,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.5,2.9,2.3,20445779,20445779,0,0,0,0,0
Bruno Caboclo,SF,23,Memphis Grizzlies,34,800,12.4,0.5710000000000001,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.0,1.2,0.2,0.4,670211,670211,1845301,0,0,0,0
José Calderón,PG,37,Detroit Pistons,49,632,7.1,0.45299999999999996,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0.0,0.5,0.6,0.043,-4.0,-1.2,-5.1,-0.5,2393887,2393887,0,0,0,0,0
Kentavious Caldwell-Pope,SG,25,Los Angeles Lakers,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,0.6,-1.2,-0.6,0.7,20089282,12000000,0,0,0,0,0
Isaiah Canaan,PG,27,Phoenix Suns,19,503,7.3,0.515,0.5579999999999999,0.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,-0.1,0.0,-0.1,-0.006999999999999999,-2.7,-2.5,-5.2,-0.4,456733,456733,0,0,0,0,0
Isaiah Canaan,PG,27,Minnesota Timberwolves,7,95,12.3,0.536,0.655,0.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,0.1,0.0,0.2,0.079,-0.4,-4.6,-5.0,-0.1,198580,198580,0,0,0,0,0
Isaiah Canaan,PG,27,Milwaukee Bucks,4,31,5.2,0.5,0.833,0.0,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,0.0,0.0,0.0,0.03,-4.2,-0.1,-4.3,0.0,99290,99290,0,0,0,0,0
Clint Capela,C,24,Houston Rockets,67,2249,23.8,0.6579999999999999,0.0,0.35700000000000004,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,1.3,1.6,2.9,2.8,87380061,15293104,16456522,17500000,18543478,19586957,0
DeMarre Carroll,PF,32,Brooklyn Nets,67,1703,12.1,0.546,0.539,0.42100000000000004,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.08800000000000001,-1.0,-0.7,-1.7,0.1,15400000,15400000,0,0,0,0,0
Jevon Carter,PG,23,Memphis Grizzlies,39,577,7.8,0.43200000000000005,0.551,0.17300000000000001,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-3.8,-0.1,-4.0,-0.3,838464,838464,1416852,0,0,0,0
Vince Carter,SF,42,Atlanta Hawks,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.2,-1.4,-1.6,0.1,2393887,2393887,0,0,0,0,0
Wendell Carter,C,19,Chicago Bulls,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.4,1.8,-0.5,0.4,9642600,4441200,5201400,5448840,6920027,0,0
Michael Carter-Williams,PG,27,Orlando Magic,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,0.2,0.4,0.6,0.134,-1.1,3.5,2.4,0.3,2326464,297870,0,0,0,0,0
Omri Casspi,SF,30,Memphis Grizzlies,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11.0,18.0,0.6,0.7,1.3,0.11900000000000001,-2.0,0.1,-1.8,0.0,2176260,2176260,0,0,0,0,0
Willie Cauley-Stein,C,25,Sacramento Kings,81,2213,18.0,0.5660000000000001,0.003,0.34299999999999997,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,-0.2,2.2,2.0,2.3,4696875,4696875,0,0,0,0,0
Tyson Chandler,C,36,Phoenix Suns,7,89,11.5,0.653,0.0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,0.1,0.1,0.2,0.092,-5.0,0.0,-5.0,-0.1,13585000,13585000,0,0,0,0,0
Tyson Chandler,C,36,Los Angeles Lakers,48,786,11.2,0.626,0.011000000000000001,0.7929999999999999,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,0.9,1.1,1.9,0.11699999999999999,-2.9,2.0,-0.9,0.2,0,2393887,0,0,0,0,0
Wilson Chandler,SF,31,Los Angeles Clippers,15,226,5.8,0.46299999999999997,0.606,0.106,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0.0,0.009000000000000001,-3.5,-1.3,-4.8,-0.2,12800562,12800562,0,0,0,0,0
Chris Chiozza,PG,23,Houston Rockets,7,33,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-4.5,-0.2,-4.7,0.0,137376,137376,1416852,1663861,0,0,0
Marquese Chriss,PF,21,Cleveland Cavaliers,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-3.7,-1.7,-5.4,-0.3,3206160,3206160,0,0,0,0,0
Gary Clark,PF,24,Houston Rockets,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-2.4,0.6,-1.8,0.0,2013724,596872,1416852,1663861,0,0,0
Ian Clark,SG,27,New Orleans Pelicans,60,973,8.3,0.502,0.527,0.09699999999999999,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8,1757429,1757429,0,0,0,0,0
Jordan Clarkson,SG,26,Cleveland Cavaliers,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0,25937500,12500000,13437500,0,0,0,0
John Collins,PF,21,Atlanta Hawks,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.6,-1.2,1.4,1.6,4985640,2299080,2686560,4137302,0,0,0
Zach Collins,C,21,Portland Trail Blazers,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.10400000000000001,-0.9,1.0,0.1,0.7,7869120,3628920,4240200,5406255,0,0,0
Darren Collison,PG,31,Indiana Pacers,76,2143,16.7,0.574,0.294,0.28800000000000003,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8,10000000,10000000,0,0,0,0,0
Mike Conley,PG,31,Memphis Grizzlies,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.16399999999999998,4.8,-1.3,3.4,3.2,30521116,30521116,32511623,34504132,0,0,0
